"Year","Tm","R.G","ROE","XI","RS.","SBO","SB","CS","SB.","SB2","CS2","SB3","CS3","SBH","CSH","PO","PCS","OOB","OOB1","OOB2","OOB3","OOBHm","BT","XBT.","X1stS","X1stS2","X1stS3","X1stD","X1stD3","X1stDH","X2ndS","X2ndS3","X2ndSH"
2021,"Oakland Athletics",4.59,47,"0%","31%",2174,88,"2000%","81%",69,15,19,5,0,0,9,6,57,9,22,13,13,"16600%","46%",272,170,99,85,40,42,164,58,98
2021,"Philadelphia Phillies",4.53,52,"200%","31%",2186,77,"1900%","80%",64,13,10,5,3,1,4,2,43,9,13,12,9,"15200%","41%",250,169,79,82,47,34,158,66,88
2021,"Pittsburgh Pirates",3.76,38,"100%","28%",2176,60,"3000%","67%",56,26,4,3,0,1,12,6,44,8,11,6,19,"14900%","36%",295,216,75,73,49,22,150,56,87
2021,"San Diego Padres",4.5,41,"600%","31%",2230,110,"3900%","74%",99,32,9,7,2,0,12,8,39,8,7,9,15,"17400%","41%",263,171,88,80,50,26,162,60,95
2021,"Seattle Mariners",4.3,34,"300%","31%",2120,64,"2400%","73%",58,24,6,0,0,0,12,4,44,8,11,12,13,"13700%","34%",253,189,59,60,34,24,154,71,76
2021,"San Francisco Giants",4.96,49,"200%","31%",2287,66,"1400%","83%",60,11,6,3,0,0,9,4,42,5,16,10,11,"15300%","38%",255,186,66,84,52,31,182,75,101
2021,"St. Louis Cardinals",4.36,50,"200%","30%",2195,89,"2200%","80%",77,20,12,2,0,0,7,2,37,5,12,9,11,"14800%","43%",261,175,83,62,34,25,159,54,101
2021,"Tampa Bay Rays",5.29,57,"200%","35%",2259,88,"4200%","68%",80,39,8,3,0,0,7,4,45,7,16,10,12,"16800%","47%",237,151,84,95,56,37,149,42,103
2021,"Texas Rangers",3.86,38,"0%","29%",2083,106,"2900%","79%",94,25,9,2,3,2,11,2,51,8,16,11,16,"13000%","41%",233,165,65,70,41,29,141,41,89
2021,"Toronto Blue Jays",5.22,37,"200%","33%",2247,81,"2000%","80%",71,15,10,5,0,0,10,4,46,7,17,11,11,"15900%","41%",279,199,79,94,54,38,167,61,102
2021,"Washington Nationals",4.47,52,"200%","29%",2304,56,"2600%","68%",51,24,5,2,0,0,13,4,46,6,11,15,14,"14600%","36%",312,233,74,83,55,26,194,79,109
2021,"League Average",4.53,42,"200%","31%",2202,74,"2400%","76%",64,20,9,3,1,0,9,4,46,7,14,10,14,"15100%","40%",265,185,76,83,48,32,162,60,96
2022,"Arizona Diamondbacks",4.33,37,"400%","32%",2097,104,"2900%","78%",89,25,14,3,1,1,10,7,41,10,13,8,10,"16200%","49%",236,142,91,80,44,34,157,50,105
2022,"Atlanta Braves",4.87,29,"0%","32%",2195,87,"3100%","74%",75,30,12,0,0,1,4,3,53,8,9,19,17,"14000%","50%",250,144,100,86,51,33,160,37,113
2022,"Baltimore Orioles",4.16,47,"600%","30%",2190,95,"3100%","75%",81,26,14,4,0,1,8,6,50,7,14,11,18,"16700%","45%",231,152,75,83,43,38,155,53,99
2022,"Boston Red Sox",4.54,42,"200%","32%",2345,52,"2000%","72%",45,18,7,2,0,0,7,3,34,3,11,9,11,"13900%","38%",297,206,88,110,69,40,190,86,97
2022,"Chicago Cubs",4.06,46,"100%","29%",2194,111,"3700%","75%",91,31,19,5,1,1,10,5,68,6,24,14,24,"12100%","44%",273,166,102,72,41,29,144,55,84
2022,"Chicago White Sox",4.23,41,"0%","30%",2298,58,"1000%","85%",43,10,15,0,0,0,5,0,50,4,14,12,20,"15100%","37%",341,250,89,93,56,36,194,76,106
2022,"Cincinnati Reds",4,31,"900%","29%",2096,58,"3300%","64%",53,28,5,3,0,2,12,5,51,6,17,10,18,"13600%","39%",269,201,65,75,39,33,148,51,92
2022,"Cleveland Guardians",4.31,43,"0%","31%",2388,119,"2700%","82%",109,25,10,2,0,0,5,3,43,9,12,10,12,"13400%","43%",324,204,115,77,46,30,172,62,103
2022,"Colorado Rockies",4.31,44,"100%","30%",2366,45,"2000%","69%",41,19,4,0,0,1,5,1,42,7,14,10,11,"12000%","43%",316,215,98,82,39,41,173,63,107
2022,"Detroit Tigers",3.44,41,"0%","28%",2061,47,"2400%","66%",43,23,4,1,0,0,5,2,52,10,7,14,21,"13200%","44%",265,178,83,87,41,44,149,50,92
2022,"Houston Astros",4.55,24,"600%","30%",2194,83,"2200%","79%",72,17,9,2,2,3,3,2,55,10,21,12,12,"13400%","37%",260,190,67,76,51,24,170,69,95
2022,"Kansas City Royals",3.95,40,"100%","29%",2194,104,"3400%","75%",96,30,8,4,0,0,11,6,52,7,17,6,22,"13500%","46%",268,173,90,85,44,40,168,52,107
2022,"Los Angeles Angels",3.85,31,"100%","27%",2102,77,"2700%","74%",68,24,9,3,0,0,11,4,44,6,14,7,17,"9300%","41%",229,152,75,60,34,23,127,48,72
2022,"Los Angeles Dodgers",5.23,37,"200%","34%",2334,98,"1800%","84%",89,17,9,1,0,0,6,1,58,10,13,18,17,"16500%","40%",273,196,73,119,65,52,177,69,101
2022,"Miami Marlins",3.62,42,"800%","27%",2032,122,"2900%","81%",106,23,16,4,0,2,15,6,43,6,16,12,9,"12900%","38%",266,188,68,66,46,19,144,47,93
2022,"Milwaukee Brewers",4.48,31,"0%","29%",2236,96,"3000%","76%",90,22,5,7,1,1,8,3,32,6,7,6,13,"10100%","40%",242,175,67,89,40,46,126,52,68
2022,"Minnesota Twins",4.3,45,"100%","29%",2338,38,"1700%","69%",34,14,4,2,0,1,5,0,52,6,20,10,16,"12400%","40%",323,227,93,100,56,42,139,45,87
2022,"New York Mets",4.77,35,"100%","31%",2397,62,"2200%","74%",53,20,7,2,2,0,2,2,44,8,15,11,10,"13600%","38%",321,231,87,95,52,40,188,75,105
2022,"New York Yankees",4.98,45,"500%","31%",2247,102,"3300%","76%",82,27,20,6,0,0,12,4,45,6,13,16,10,"14500%","38%",269,191,74,82,45,33,155,62,85
2022,"Oakland Athletics",3.51,30,"200%","28%",1976,78,"2300%","77%",71,20,7,2,0,1,9,3,37,4,9,9,15,"13800%","44%",207,132,72,75,47,26,132,43,85
2022,"Philadelphia Phillies",4.61,44,"100%","31%",2202,105,"2800%","79%",86,27,17,0,2,1,13,4,36,5,14,5,12,"12300%","39%",285,203,80,95,51,41,161,63,91
2022,"Pittsburgh Pirates",3.65,38,"0%","27%",2051,89,"3200%","74%",74,27,15,3,0,2,13,6,48,9,11,11,17,"12600%","42%",244,162,77,73,39,34,113,38,70
2022,"San Diego Padres",4.35,44,"500%","30%",2351,49,"2200%","69%",45,19,4,3,0,0,12,7,44,8,10,12,14,"13000%","44%",304,205,98,101,52,46,160,51,103
2022,"Seattle Mariners",4.26,38,"300%","28%",2127,83,"2700%","75%",75,24,8,3,0,0,12,7,31,8,8,10,5,"15800%","38%",265,197,67,70,40,28,151,61,88
2022,"San Francisco Giants",4.42,36,"0%","30%",2205,64,"1600%","80%",61,14,3,1,0,1,13,6,33,10,6,7,10,"16500%","36%",301,217,81,85,56,27,160,67,90
2022,"St. Louis Cardinals",4.77,37,"200%","31%",2292,95,"2500%","79%",85,22,10,2,0,1,5,2,49,6,17,7,19,"13900%","46%",287,181,102,89,55,31,178,53,120
2022,"Tampa Bay Rays",4.11,33,"100%","30%",2292,95,"3700%","72%",82,29,13,8,0,0,12,5,73,11,23,16,23,"12600%","47%",257,160,88,87,40,43,167,54,107
2022,"Texas Rangers",4.36,41,"0%","31%",2126,128,"4100%","76%",111,34,17,6,0,1,18,11,42,7,10,11,14,"13600%","44%",279,192,83,68,32,35,170,52,107
2022,"Toronto Blue Jays",4.78,37,"700%","31%",2308,67,"3500%","66%",63,33,4,2,0,0,9,3,44,8,18,12,6,"11800%","41%",325,234,89,101,56,44,169,49,113
2022,"Washington Nationals",3.72,37,"500%","27%",2132,75,"3100%","71%",69,26,5,4,1,1,15,8,50,8,13,8,21,"13000%","37%",317,227,87,83,50,30,188,74,102
2022,"League Average",4.28,38,"200%","30%",2212,83,"2700%","75%",73,23,10,3,0,1,9,4,47,7,14,11,15,"13500%","41%",277,190,84,85,47,35,160,57,96
2023,"Arizona Diamondbacks",4.6,29,"400%","32%",2225,166,"2600%","86%",136,19,29,5,1,2,11,3,47,5,20,6,16,"17700%","46%",256,164,91,86,44,41,147,47,95
2023,"Atlanta Braves",5.85,28,"200%","34%",2256,132,"2700%","83%",115,21,17,5,0,1,13,9,47,8,14,10,15,"14700%","51%",284,164,117,88,50,36,173,43,124
2023,"Baltimore Orioles",4.98,25,"300%","35%",2227,114,"2400%","83%",97,20,17,2,0,2,9,3,46,9,16,9,12,"15200%","49%",286,176,108,99,56,41,175,46,126
2023,"Boston Red Sox",4.77,40,"900%","32%",2291,112,"2600%","81%",105,24,7,0,0,2,9,2,40,6,15,7,12,"13500%","39%",259,175,78,95,64,29,180,75,101
2023,"Chicago Cubs",5.06,37,"200%","33%",2372,140,"3400%","80%",124,29,16,2,0,3,6,3,60,6,16,17,21,"14200%","44%",300,202,94,80,38,40,188,61,118
2023,"Chicago White Sox",3.96,38,"500%","29%",2070,86,"2200%","80%",69,20,15,1,2,1,10,4,26,4,8,6,8,"10600%","42%",257,171,83,77,51,24,151,49,96
2023,"Cincinnati Reds",4.83,49,"0%","31%",2275,190,"4800%","80%",152,36,35,10,3,2,17,9,69,12,20,17,20,"12400%","47%",269,173,91,86,43,41,167,45,115
2023,"Cleveland Guardians",4.09,34,"0%","30%",2258,151,"3600%","81%",136,33,13,3,2,0,11,6,62,12,24,12,14,"15400%","43%",299,187,106,85,50,34,182,72,105
2023,"Colorado Rockies",4.45,44,"100%","32%",2158,76,"2500%","75%",66,24,10,1,0,0,8,7,51,7,15,13,16,"15100%","40%",287,189,91,108,70,37,172,64,101
2023,"Detroit Tigers",4.08,35,"100%","29%",2201,85,"2300%","79%",80,23,5,0,0,0,6,3,45,5,9,14,17,"12500%","45%",282,179,97,78,40,36,166,53,106
2023,"Houston Astros",5.1,49,"1000%","33%",2326,107,"3200%","77%",95,30,12,2,0,0,11,5,38,7,15,8,8,"15900%","37%",302,220,78,95,56,37,175,73,99
2023,"Kansas City Royals",4.17,43,"300%","30%",2056,163,"4700%","78%",137,38,26,9,0,0,21,13,40,7,10,12,11,"15600%","44%",256,169,85,75,41,32,152,50,96
2023,"Los Angeles Angels",4.56,35,"500%","29%",2226,72,"3100%","70%",63,25,9,6,0,0,8,6,29,7,5,3,14,"15000%","38%",293,209,82,88,52,31,153,62,89
2023,"Los Angeles Dodgers",5.59,41,"600%","34%",2335,105,"2500%","81%",98,22,7,1,0,2,12,3,35,3,13,6,13,"17900%","41%",290,190,95,103,68,34,192,75,112
2023,"Miami Marlins",4.11,42,"600%","28%",2237,86,"2100%","80%",71,20,14,0,1,1,8,4,47,4,15,12,16,"14800%","38%",302,213,84,80,45,33,176,78,92
2023,"Milwaukee Brewers",4.49,34,"300%","31%",2247,129,"2800%","82%",114,25,15,2,0,1,11,4,38,5,14,5,14,"13700%","42%",276,193,81,70,42,27,177,60,112
2023,"Minnesota Twins",4.8,30,"0%","30%",2324,86,"1800%","83%",68,18,15,0,3,0,7,2,41,2,14,13,12,"14400%","43%",270,184,82,74,42,31,151,46,99
2023,"New York Mets",4.43,25,"400%","29%",2186,118,"1500%","89%",100,14,17,1,1,0,8,1,43,9,18,6,10,"11800%","45%",261,175,82,63,27,36,141,46,92
2023,"New York Yankees",4.15,22,"100%","28%",2035,100,"3000%","77%",84,27,14,3,2,0,17,5,46,5,12,13,16,"11400%","39%",219,150,65,70,43,26,142,59,78
2023,"Oakland Athletics",3.61,17,"800%","26%",2028,149,"3100%","83%",116,26,33,5,0,0,20,4,45,8,9,10,18,"12300%","40%",235,162,70,62,28,30,132,55,70
2023,"Philadelphia Phillies",4.91,37,"300%","32%",2277,141,"2600%","84%",120,23,21,3,0,0,13,7,47,10,15,10,12,"13500%","43%",290,195,90,90,49,39,180,65,109
2023,"Pittsburgh Pirates",4.27,27,"100%","30%",2206,117,"4100%","74%",90,29,27,10,0,2,10,6,40,4,6,14,16,"12400%","43%",267,172,91,85,47,34,164,60,96
2023,"San Diego Padres",4.64,40,"300%","30%",2343,137,"3200%","81%",108,27,27,4,2,1,17,9,49,9,12,12,16,"17200%","44%",259,168,88,73,44,29,165,57,103
2023,"Seattle Mariners",4.68,34,"100%","30%",2258,118,"3000%","80%",100,27,17,3,1,0,14,8,48,6,15,9,18,"15600%","40%",304,200,99,83,50,29,187,82,100
2023,"San Francisco Giants",4.16,32,"200%","29%",2303,57,"1600%","78%",54,14,3,1,0,1,5,1,40,11,11,9,9,"12000%","43%",275,185,86,92,51,40,171,65,103
2023,"St. Louis Cardinals",4.44,39,"400%","28%",2370,101,"2900%","78%",77,24,22,4,2,1,8,6,40,7,12,11,10,"13700%","40%",275,190,84,87,49,35,147,57,86
2023,"Tampa Bay Rays",5.31,42,"0%","34%",2261,160,"4100%","80%",130,37,29,4,1,0,19,7,61,8,19,16,18,"14400%","46%",297,193,98,95,46,48,187,61,122
2023,"Texas Rangers",5.44,42,"200%","34%",2421,79,"1900%","81%",73,18,6,1,0,0,5,3,35,3,10,6,16,"17200%","39%",292,216,74,127,73,48,186,65,113
2023,"Toronto Blue Jays",4.6,43,"300%","29%",2304,99,"3400%","74%",80,27,19,6,0,1,10,6,57,1,22,19,15,"13200%","41%",314,214,95,92,58,32,202,70,123
2023,"Washington Nationals",4.32,43,"400%","31%",2139,127,"2900%","81%",112,26,13,1,2,2,17,6,51,8,22,11,10,"13600%","40%",296,200,94,91,56,33,186,75,102
2023,"League Average",4.62,36,"300%","31%",2240,117,"2900%","80%",99,25,17,3,1,1,11,5,45,7,14,11,14,"14200%","42%",278,186,89,86,49,35,169,61,103
2024,"Arizona Diamondbacks",5.47,29,"900%","35%",2367,119,"3000%","80%",108,24,11,4,0,2,16,8,36,7,15,6,8,"20400%","46%",319,208,108,84,48,35,198,64,131
2024,"Atlanta Braves",4.35,46,"300%","29%",2218,69,"2000%","78%",59,16,10,3,0,1,8,4,35,2,13,7,13,"13700%","40%",251,174,76,87,52,32,156,59,91
2024,"Baltimore Orioles",4.85,27,"500%","32%",2244,98,"2500%","80%",91,22,7,3,0,0,8,3,30,6,5,8,11,"12200%","43%",286,182,99,90,55,32,156,58,95
2024,"Boston Red Sox",4.64,46,"200%","31%",2230,144,"4400%","77%",122,36,20,7,2,1,16,9,45,6,12,11,16,"14300%","44%",257,167,89,111,70,36,160,50,105
2024,"Chicago Cubs",4.54,28,"100%","32%",2139,143,"3000%","83%",119,24,24,5,0,1,9,6,58,6,16,12,24,"15300%","43%",297,188,107,81,49,31,161,62,92
2024,"Chicago White Sox",3.13,35,"300%","25%",2042,90,"3300%","73%",80,29,9,2,1,2,11,2,34,4,10,8,12,"9800%","41%",256,185,71,65,36,27,139,49,89
2024,"Cincinnati Reds",4.31,43,"100%","31%",1994,207,"4500%","82%",165,36,40,7,2,2,23,9,66,10,17,18,21,"12100%","47%",223,137,78,72,40,31,152,47,102
2024,"Cleveland Guardians",4.4,35,"400%","32%",2046,148,"4600%","76%",129,38,18,7,1,1,11,4,56,9,14,9,24,"12800%","44%",235,150,82,74,47,25,162,57,100
2024,"Colorado Rockies",4.21,33,"400%","30%",2119,85,"3100%","73%",76,31,8,0,1,0,10,6,32,4,12,6,10,"13400%","42%",249,168,79,81,48,33,146,54,87
2024,"Detroit Tigers",4.21,33,"600%","31%",2154,76,"2400%","76%",68,24,8,0,0,0,8,3,47,8,13,12,14,"12800%","49%",248,146,96,80,43,35,122,27,88
2024,"Houston Astros",4.6,38,"400%","31%",2274,93,"2400%","79%",80,22,12,1,1,1,9,6,40,5,18,4,13,"13200%","36%",345,250,94,91,61,28,183,75,101
2024,"Kansas City Royals",4.54,41,"300%","33%",2057,134,"3100%","81%",106,23,28,7,0,1,17,7,39,3,13,10,13,"13600%","48%",292,187,102,77,38,38,175,53,119
2024,"Los Angeles Angels",3.92,36,"300%","29%",2058,133,"5000%","73%",115,44,18,4,0,2,12,7,55,10,15,15,15,"15500%","40%",235,162,70,71,39,28,139,50,82
2024,"Los Angeles Dodgers",5.2,31,"600%","33%",2332,136,"2300%","86%",123,20,12,2,1,1,9,4,50,12,17,9,12,"17900%","49%",271,170,98,91,54,34,188,43,137
2024,"Miami Marlins",3.93,38,"300%","29%",2173,125,"4300%","74%",104,40,20,2,1,1,11,5,37,4,11,13,9,"12900%","38%",300,220,75,62,31,31,178,71,99
2024,"Milwaukee Brewers",4.8,29,"600%","32%",2275,217,"4200%","84%",191,31,22,6,4,5,16,7,55,5,17,6,27,"13000%","43%",283,189,91,86,44,41,196,79,109
2024,"Minnesota Twins",4.58,42,"200%","32%",2263,65,"2300%","74%",61,18,2,3,2,2,7,4,52,7,15,11,19,"15700%","42%",282,190,90,93,51,38,162,58,97
2024,"New York Mets",4.74,39,"400%","31%",2281,106,"2200%","83%",91,20,15,2,0,0,4,2,44,4,17,11,12,"12300%","38%",279,202,73,89,53,36,166,62,96
2024,"New York Yankees",5.03,48,"300%","31%",2285,88,"2600%","77%",67,22,21,4,0,0,8,4,45,6,15,6,18,"15300%","36%",278,204,72,101,62,34,159,68,85
2024,"Oakland Athletics",3.97,31,"0%","27%",2152,98,"2600%","79%",90,25,8,0,0,1,11,4,42,6,13,9,14,"11200%","39%",244,166,73,69,36,30,129,54,70
2024,"Philadelphia Phillies",4.84,43,"200%","32%",2244,148,"3000%","83%",136,23,11,2,1,5,15,4,48,11,16,9,12,"14200%","41%",276,187,87,99,65,31,199,74,119
2024,"Pittsburgh Pirates",4.1,58,"100%","30%",2231,106,"1900%","85%",95,14,10,3,1,2,10,3,38,3,15,9,11,"14300%","45%",284,184,98,72,44,26,168,52,113
2024,"San Diego Padres",4.69,32,"400%","31%",2222,120,"2800%","81%",109,23,10,5,1,0,16,5,42,8,12,8,14,"12000%","43%",329,209,117,80,41,37,174,70,98
2024,"Seattle Mariners",4.17,33,"200%","28%",2243,140,"2800%","83%",117,27,23,0,0,1,11,3,27,3,8,9,7,"12500%","40%",263,183,76,65,39,25,150,57,90
2024,"San Francisco Giants",4.28,49,"100%","30%",2194,68,"2200%","76%",57,19,10,3,1,0,8,5,28,4,7,11,6,"13300%","39%",277,196,77,91,56,34,143,50,90
2024,"St. Louis Cardinals",4.15,29,"900%","29%",2210,91,"2900%","76%",80,24,11,3,0,2,9,3,42,8,13,10,11,"16800%","44%",293,194,97,84,49,34,149,47,98
2024,"Tampa Bay Rays",3.73,35,"400%","27%",2151,178,"5300%","77%",149,48,28,4,1,1,19,7,49,3,18,13,15,"12400%","43%",241,167,72,73,47,24,151,45,104
2024,"Texas Rangers",4.22,38,"0%","30%",2140,97,"2500%","80%",92,20,3,4,2,1,6,5,34,3,8,11,12,"10200%","43%",306,200,104,66,43,23,183,68,110
2024,"Toronto Blue Jays",4.14,40,"300%","29%",2213,72,"1600%","82%",66,14,6,2,0,0,11,2,42,3,15,12,12,"13800%","37%",275,196,74,92,64,25,167,64,96
2024,"Washington Nationals",4.07,42,"200%","30%",2034,223,"7300%","75%",180,64,41,6,2,3,29,19,54,8,16,14,16,"13400%","45%",267,173,90,78,52,22,170,44,117
2024,"League Average",4.39,38,"300%","30%",2186,121,"3200%","79%",104,27,16,3,1,1,12,5,43,6,14,10,14,"13700%","42%",275,184,87,82,49,31,163,57,100
2025,"Arizona Diamondbacks",4.88,30,"300%","32%",2257,121,"3900%","76%",97,37,24,1,0,1,13,8,47,4,10,12,21,"15000%","42%",260,172,85,94,58,32,163,57,98
2025,"Athletics",4.52,38,"500%","29%",2247,80,"2800%","74%",73,25,7,3,0,0,10,4,39,6,10,5,18,"10900%","39%",265,192,71,98,53,40,159,64,92
2025,"Atlanta Braves",4.47,31,"100%","29%",2274,82,"2500%","77%",79,24,3,0,0,1,10,7,32,3,5,9,15,"11700%","43%",308,199,107,76,46,26,169,58,105
2025,"Baltimore Orioles",4.18,36,"0%","29%",2159,121,"3700%","77%",104,30,15,7,2,0,14,3,44,6,12,11,15,"13700%","42%",265,180,83,71,49,21,148,42,99
2025,"Boston Red Sox",4.85,45,"0%","32%",2345,139,"3800%","79%",131,35,6,3,2,0,18,9,45,2,15,13,15,"13700%","44%",266,166,95,96,58,33,178,63,112
2025,"Chicago Cubs",4.9,38,"200%","32%",2178,161,"3500%","82%",141,30,19,4,1,1,13,6,45,8,12,3,22,"15800%","40%",273,193,78,79,43,32,189,75,106
2025,"Chicago White Sox",3.99,37,"500%","29%",2178,85,"2100%","80%",78,16,7,4,0,1,11,4,48,10,12,9,17,"12700%","43%",260,172,84,70,37,31,155,53,95
2025,"Cincinnati Reds",4.42,27,"0%","31%",2186,105,"3000%","78%",94,25,11,4,0,1,12,5,45,4,10,12,19,"14500%","43%",307,207,99,81,39,38,191,74,111
2025,"Cleveland Guardians",3.97,25,"100%","30%",1988,129,"3400%","79%",107,30,22,4,0,0,12,3,43,5,16,5,17,"15200%","42%",220,145,73,72,46,24,148,53,89
2025,"Colorado Rockies",3.69,35,"100%","28%",2045,87,"3900%","69%",81,37,6,2,0,0,17,6,45,2,12,15,16,"11100%","47%",213,136,75,80,40,37,126,39,84
2025,"Detroit Tigers",4.68,26,"600%","32%",2227,61,"1600%","79%",57,15,4,1,0,0,7,4,63,9,20,12,22,"13900%","53%",293,146,136,89,46,38,147,38,105
2025,"Houston Astros",4.23,38,"100%","29%",2301,85,"2800%","75%",72,23,11,4,2,1,12,5,39,10,13,5,11,"13100%","42%",295,194,100,80,42,36,166,63,93
2025,"Kansas City Royals",4.02,28,"300%","28%",2138,110,"4200%","72%",92,38,18,4,0,0,21,9,39,8,9,12,10,"12600%","43%",266,178,85,72,39,32,159,59,95
2025,"Los Angeles Angels",4.15,28,"700%","28%",2024,88,"2700%","77%",74,26,13,1,1,0,7,0,30,5,12,4,9,"12400%","43%",234,153,78,59,33,25,151,58,87
2025,"Los Angeles Dodgers",5.09,29,"300%","32%",2264,88,"2500%","78%",79,21,9,3,0,1,10,7,43,9,12,13,9,"16600%","46%",286,182,101,82,50,32,167,50,114
2025,"Miami Marlins",4.38,46,"0%","31%",2263,138,"4400%","76%",120,36,18,8,0,0,18,7,53,9,13,13,18,"13300%","43%",278,184,89,75,40,32,192,67,115
2025,"Milwaukee Brewers",4.98,43,"400%","33%",2363,164,"5300%","76%",143,45,21,7,0,1,16,12,38,4,8,14,12,"16700%","44%",342,228,108,79,48,31,230,82,146
2025,"Minnesota Twins",4.19,42,"100%","28%",2215,114,"3400%","77%",105,31,8,2,1,1,10,2,49,4,14,10,21,"10300%","42%",260,182,74,77,41,33,173,59,106
2025,"New York Mets",4.73,30,"300%","30%",2274,147,"1800%","89%",134,15,13,2,0,1,14,8,35,9,9,7,10,"13800%","42%",259,175,83,83,48,33,163,59,96
2025,"New York Yankees",5.24,36,"900%","32%",2244,134,"3800%","78%",110,27,24,10,0,1,11,7,37,5,12,6,14,"16300%","37%",291,198,90,89,63,24,170,79,89
2025,"Philadelphia Phillies",4.8,31,"300%","31%",2274,124,"3000%","81%",107,27,17,3,0,0,9,5,58,10,16,9,23,"15700%","42%",314,213,97,93,44,48,158,62,90
2025,"Pittsburgh Pirates",3.6,37,"400%","27%",2185,115,"3600%","76%",100,30,15,6,0,0,9,7,52,7,19,9,17,"10300%","41%",289,205,82,93,48,43,169,57,99
2025,"San Diego Padres",4.33,33,"200%","30%",2259,106,"3000%","78%",78,24,27,3,1,3,8,2,55,11,22,5,17,"15300%","42%",308,208,99,79,46,32,185,71,107
2025,"Seattle Mariners",4.73,27,"300%","30%",2211,161,"3700%","81%",135,34,26,3,0,0,16,9,41,8,11,7,15,"13100%","37%",258,189,68,72,46,22,157,59,90
2025,"San Francisco Giants",4.35,35,"100%","31%",2240,68,"2400%","74%",63,21,5,2,0,1,11,3,50,5,20,11,14,"13900%","42%",257,164,91,74,50,20,147,52,90
2025,"St. Louis Cardinals",4.25,26,"500%","30%",2271,89,"2700%","77%",80,18,8,6,1,3,14,8,53,7,18,13,15,"16900%","43%",294,192,96,87,48,39,179,70,104
2025,"Tampa Bay Rays",4.41,36,"200%","31%",2144,194,"4800%","80%",167,34,26,11,1,3,20,8,59,11,11,11,26,"15300%","40%",276,187,83,75,50,23,186,72,108
2025,"Texas Rangers",4.22,42,"300%","31%",2151,134,"3300%","80%",121,31,13,1,0,1,13,3,41,6,13,11,11,"13700%","46%",275,181,91,78,42,34,169,51,113
2025,"Toronto Blue Jays",4.93,26,"800%","32%",2357,77,"2500%","75%",73,21,3,3,1,1,8,1,46,12,12,9,13,"13900%","40%",304,213,88,96,60,34,210,82,122
2025,"Washington Nationals",4.24,37,"200%","31%",2079,132,"4800%","73%",116,44,15,4,1,0,19,6,46,4,17,10,15,"12800%","40%",259,177,79,81,49,30,185,73,103
2025,"League Average",4.45,34,"300%","30%",2211,115,"3300%","78%",100,28,14,4,0,1,13,6,45,7,13,10,16,"13800%","42%",276,184,89,81,47,32,170,61,102
